latitude,longitude,confidence
25.069401,-99.997093,n
25.07638,-99.981483,n
25.070154,-99.980934,n
25.070801,-99.98465,n
25.06941,-99.982292,n
25.391241,-100.482521,n
25.391958,-100.48671,n
25.072906,-99.981941,n
25.092081,-99.990189,n
25.08798,-99.987007,n
25.087254,-99.982841,n
25.079821,-99.980865,n
25.076593,-100.018616,n
25.083191,-99.979866,n
25.075306,-100.015854,n
25.076101,-100.020348,n
25.08593,-99.995605,n
25.083887,-99.983864,n
25.063862,-99.985481,n
25.065952,-99.997643,n
25.06456,-99.989548,n
25.065254,-99.993584,n
25.068007,-99.988991,n
25.070103,-100.001175,n
25.067329,-99.985054,n
25.068701,-99.993027,n
25.075737,-99.982147,n
25.396189,-100.499969,n
25.065962,-100.000717,n
25.069077,-99.981064,n
25.064487,-99.988457,n
25.494808,-99.75119,n
25.073599,-100.017197,n
25.378218,-100.405518,n
25.378836,-100.401634,n
25.372129,-100.400749,n
25.374859,-100.405098,n
25.375486,-100.401169,n
25.376102,-100.397316,n
25.332602,-99.815384,n
