latitude,longitude,confidence
25.065334,-99.9646,n
25.061413,-99.966362,n
25.083981,-100.052666,n
25.083534,-100.048882,n
25.079985,-100.053955,n
25.379648,-100.24807,n
25.375933,-100.252258,n
25.376406,-100.256226,n
25.372665,-100.260223,n
25.372204,-100.256332,n
25.36886,-100.263687,n
25.368414,-100.259895,n
25.054501,-100.013077,n
25.40114,-100.422386,n
25.400501,-100.424194,n
25.321295,-100.362831,n
25.325331,-100.361084,n
25.32575,-100.364754,n
25.318348,-100.263672,n
25.322567,-100.263794,n
25.333246,-100.319687,n
25.336599,-100.239716,n
25.337097,-100.243996,n
25.340237,-100.234886,n
25.341215,-100.243263,n
25.380598,-100.327339,n
25.389795,-100.405441,n
25.384602,-100.325455,n
25.394106,-100.405952,n
25.384153,-100.321678,n
25.399677,-100.417183,n
25.400091,-100.420715,n
25.340706,-100.238884,n
25.347837,-100.263947,n
25.3444,-100.234566,n
25.348663,-100.235092,n
25.348219,-100.231323,n
25.352062,-100.228279,n
25.352535,-100.232277,n
25.356302,-100.228592,n
25.102947,-99.968735,n
25.103432,-99.972763,n
24.727156,-99.751762,n
24.727732,-99.756516,n
24.729042,-99.767357,n
24.728325,-99.761391,n
24.734459,-99.778625,n
24.735209,-99.784859,n
24.737349,-99.768982,n
24.729366,-99.803711,n
24.729004,-99.800728,n
24.737974,-99.774139,n
25.092737,-100.021767,n
24.723635,-99.756142,n
24.723089,-99.75164,n
24.728655,-99.797852,n
24.728296,-99.794907,n
24.726107,-99.810371,n
24.725685,-99.806862,n
24.719046,-99.751717,n
24.72529,-99.803596,n
24.724932,-99.800644,n
24.724577,-99.797714,n
24.724213,-99.794716,n
24.71957,-99.756012,n
24.738571,-99.77906,n
25.098799,-99.968552,n
25.098415,-99.965355,n
25.098032,-99.962158,n
25.099846,-99.97731,n
24.715027,-99.752014,n
25.099262,-99.97242,n
25.097633,-99.958832,n
25.093901,-99.962105,n
25.088995,-99.955566,n
25.080387,-99.95253,n
24.714487,-99.747551,n
24.722025,-99.810204,n
25.076254,-99.9524,n
25.091757,-100.048363,n
25.091389,-100.045258,n
25.091007,-100.042053,n
25.090614,-100.038757,n
25.087648,-100.04863,n
25.087255,-100.045341,n
25.086853,-100.041924,n
25.072111,-99.952187,n
25.06806,-99.952766,n
25.06846,-99.956154,n
25.06579,-99.968475,n
25.064495,-99.957481,n
25.064072,-99.953926,n
25.36591,-100.274384,n
25.364683,-100.228371,n
25.365189,-100.232613,n
25.360497,-100.228508,n
25.062454,-100.045753,n
25.061043,-100.033623,n
25.057959,-100.042702,n
25.057005,-100.034492,n
24.718384,-99.813736,n
24.72246,-99.813843,n
25.056595,-100.030991,n
24.726574,-99.814278,n
24.730703,-99.81485,n
24.730198,-99.810608,n
25.060957,-99.962502,n
25.079462,-100.049461,n
25.075539,-100.051376,n
24.721222,-99.803543,n
25.050426,-100.013596,n
24.715553,-99.756325,n
24.710987,-99.752098,n
25.370222,-100.2752,n
25.088972,-100.024879,n
24.717947,-99.810066,n
24.711521,-99.756493,n
24.707458,-99.756378,n
24.706907,-99.751831,n
24.708027,-99.761078,n
25.380104,-100.323158,n
25.36544,-100.270409,n
24.703403,-99.756317,n
24.704023,-99.76149,n
24.700884,-99.769279,n
24.700045,-99.762115,n
24.699381,-99.756569,n
24.702461,-99.782715,n
24.698496,-99.783539,n
24.697044,-99.771225,n
24.696142,-99.763466,n
24.695385,-99.757027,n
24.696909,-99.784698,n
24.695473,-99.773232,n
24.67168,-99.777733,n
24.672281,-99.782623,n
25.057453,-100.038338,n
25.333735,-100.320244,n
25.332979,-100.323654,n
