latitude,longitude,confidence
24.703001,-99.837555,n
24.71385,-99.83976,n
24.712185,-99.828056,n
24.708782,-99.828812,n
24.702471,-99.833817,n
24.706423,-99.836914,n
24.724245,-99.838737,n
24.720762,-99.838959,n
24.705896,-99.833214,n
24.720167,-99.834793,n
24.7173,-99.839325,n
24.716722,-99.835274,n
25.109129,-100.103531,n
25.093554,-100.082115,n
25.096966,-100.079033,n
25.095652,-100.085732,n
25.095011,-100.088997,n
25.09432,-100.092514,n
25.10111,-100.079521,n
25.100382,-100.083244,n
25.099712,-100.086662,n
25.10445,-100.084114,n
24.724306,-99.841896,n
24.72504,-99.838127,n
24.719685,-99.844055,n
24.720484,-99.839951,n
24.709776,-99.830132,n
24.704464,-99.835815,n
24.705051,-99.832794,n
24.705677,-99.829575,n
24.700321,-99.835464,n
24.700951,-99.832237,n
24.705034,-99.835854,n
24.705618,-99.832794,n
24.706232,-99.829575,n
24.700911,-99.835457,n
24.701519,-99.832268,n
24.702139,-99.82901,n
25.274298,-100.034691,n
