latitude,longitude,confidence
25.483784,-100.465935,n
25.48241,-100.445549,n
25.490507,-100.472527,n
25.492147,-100.471329,n
25.491703,-100.465355,n
25.491045,-100.456459,n
25.4853,-100.463547,n
25.484526,-100.453018,n
25.371029,-99.673981,n
25.489988,-100.464729,n
25.489624,-100.459335,n
25.483303,-100.458702,n
25.481018,-100.428024,n
25.482973,-100.435791,n
25.479151,-100.466026,n
25.48572,-100.441757,n
25.492609,-100.472015,n
25.482002,-100.483383,n
25.490419,-100.451759,n
25.474283,-100.452385,n
25.487457,-100.103317,n
25.489857,-100.458206,n
25.489498,-100.462326,n
25.486315,-100.437302,n
