latitude,longitude,confidence
25.391277,-100.483658,n
25.081488,-100.011284,n
25.081182,-100.006798,n
25.099066,-100.005623,n
25.085928,-100.008759,n
25.38455,-100.48571,n
25.385326,-100.49836,n
25.384264,-100.481071,n
25.079102,-100.006142,n
25.079361,-100.010277,n
25.087585,-100.002892,n
25.101156,-100.006241,n
25.085476,-100.001472,n
25.078732,-100.00016,n
25.080746,-100.000381,n
25.08823,-99.986206,n
25.351353,-100.390015,n
25.081861,-99.985435,n
25.097565,-99.991623,n
25.096502,-99.987175,n
25.083509,-99.992119,n
25.085894,-100.001793,n
25.086777,-100.005379,n
25.089205,-99.990158,n
25.101004,-99.9879,n
25.084606,-99.989059,n
25.085405,-99.992386,n
25.08371,-99.985336,n
25.08223,-100.004845,n
25.377419,-100.499008,n
25.38513,-100.481438,n
25.395405,-100.499626,n
25.079596,-99.993881,n
25.083445,-100.009918,n
25.081293,-100.000946,n
25.08042,-99.997299,n
25.078815,-99.990646,n
25.077988,-99.987198,n
25.077179,-100.009514,n
25.08272,-99.988922,n
25.074327,-99.997627,n
24.997776,-99.721138,n
25.099377,-99.986671,n
24.856276,-99.728676,n
25.097706,-99.990646,n
25.077839,-99.990501,n
25.07258,-99.99353,n
25.076897,-100.000244,n
25.077389,-99.995155,n
25.37921,-100.408318,n
25.379112,-100.411446,n
25.379625,-100.406311,n
25.087723,-99.991074,n
25.374516,-100.408943,n
25.375006,-100.404007,n
