latitude,longitude,confidence
25.110384,-100.076012,n
25.128178,-100.065033,n
25.127712,-100.061005,n
25.124805,-100.071709,n
25.121716,-100.045021,n
25.125301,-100.076035,n
25.124371,-100.06797,n
25.123959,-100.064407,n
25.12211,-100.048409,n
25.11763,-100.045601,n
25.121143,-100.076019,n
25.117239,-100.042229,n
25.117031,-100.076408,n
25.112936,-100.07695,n
25.108875,-100.077843,n
25.114443,-100.075188,n
25.106354,-100.077072,n
25.10577,-100.072273,n
25.101774,-100.073593,n
25.101187,-100.068756,n
25.154491,-99.833054,n
