latitude,longitude,confidence
24.849262,-99.887062,n
24.838615,-99.897064,n
24.838818,-99.899948,n
24.836586,-99.8965,n
24.836781,-99.89946,n
24.843246,-99.884575,n
24.849632,-99.873596,n
24.841827,-99.878784,n
24.853094,-99.874069,n
24.846209,-99.885231,n
24.849203,-99.883537,n
24.843882,-99.875435,n
24.844824,-99.879395,n
24.84075,-99.87439,n
24.842861,-99.877182,n
24.852425,-99.880913,n
24.851957,-99.88578,n
25.305273,-99.574379,n
25.195694,-99.66523,n
24.929876,-99.649773,n
24.930082,-99.645981,n
