latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,bright_t31,frp,daynight
25.718819,-100.299019,298.16,0.52,0.41,2012-01-20,800,N,VIIRS,n,269.25,1.05,N
25.69911,-100.296768,299.01,0.52,0.41,2012-01-20,800,N,VIIRS,n,273.32,0.71,N
25.695845,-100.271088,300.47,0.52,0.41,2012-01-20,800,N,VIIRS,n,275.68,1.1,N
25.721886,-100.302322,302.49,0.52,0.41,2012-01-20,800,N,VIIRS,n,271.63,1.38,N
25.721256,-100.297165,296.91,0.52,0.41,2012-01-20,800,N,VIIRS,n,270.04,0.86,N
25.723293,-100.303596,299.34,0.52,0.41,2012-01-20,800,N,VIIRS,n,271.28,1.05,N
25.750374,-100.317749,300.99,0.33,0.55,2012-01-21,742,N,VIIRS,n,282.3,0.34,N
25.589951,-99.943771,295.29,0.62,0.54,2012-01-21,742,N,VIIRS,n,279.42,1.48,N
25.720806,-100.304352,311.27,0.33,0.55,2012-01-21,742,N,VIIRS,n,280.47,1.04,N
25.723259,-100.304214,308.09,0.33,0.55,2012-01-21,742,N,VIIRS,n,280.18,0.78,N
25.696898,-100.270363,308.97,0.33,0.55,2012-01-21,742,N,VIIRS,n,281,1.08,N
25.699371,-100.296738,307.78,0.33,0.55,2012-01-21,742,N,VIIRS,n,281.51,0.71,N
25.836313,-100.348656,295.19,0.33,0.55,2012-01-21,742,N,VIIRS,n,278.32,0.37,N
25.720177,-100.297737,322.89,0.33,0.55,2012-01-21,742,N,VIIRS,n,280.47,2.05,N
24.20083,-99.092079,332.01,0.45,0.63,2012-01-21,1900,N,VIIRS,n,299.77,3.66,D
25.695522,-100.270195,297.17,0.65,0.73,2012-01-22,724,N,VIIRS,n,286.54,0.64,N
25.723793,-100.306015,298.16,0.65,0.73,2012-01-22,724,N,VIIRS,n,286.9,1.28,N
25.723368,-100.299385,300.19,0.65,0.73,2012-01-22,724,N,VIIRS,n,287.18,0.94,N
25.747869,-100.233192,306.88,0.64,0.72,2012-01-22,724,N,VIIRS,n,286.17,2.39,N
25.716568,-100.299896,307.01,0.65,0.73,2012-01-22,724,N,VIIRS,n,286.43,1.04,N
25.7246,-100.301079,300.34,0.65,0.73,2012-01-22,724,N,VIIRS,n,287.53,1.62,N
25.582018,-99.938744,296.9,0.61,0.71,2012-01-22,724,N,VIIRS,n,285.97,2.1,N
25.579483,-99.94236,311.88,0.61,0.71,2012-01-22,724,N,VIIRS,n,286.16,2.55,N
25.717796,-100.301582,304.92,0.65,0.73,2012-01-22,724,N,VIIRS,n,286.62,1.62,N
25.696165,-100.301308,300.81,0.65,0.73,2012-01-22,724,N,VIIRS,n,286.46,1.35,N
25.696516,-100.295593,303.89,0.43,0.62,2012-01-22,906,N,VIIRS,n,287.41,0.9,N
25.592293,-99.940933,302.03,0.46,0.63,2012-01-22,906,N,VIIRS,n,289.73,2.45,N
25.721893,-100.301697,306.51,0.43,0.62,2012-01-22,906,N,VIIRS,n,288.04,2.13,N
25.578711,-99.935303,320.06,0.46,0.63,2012-01-22,906,N,VIIRS,n,287.23,2.51,N
25.69553,-100.297859,304.86,0.43,0.62,2012-01-22,906,N,VIIRS,n,287.5,0.8,N
25.697559,-100.299873,297.79,0.43,0.62,2012-01-22,906,N,VIIRS,n,286.96,1.06,N
25.774412,-100.27179,298.81,0.43,0.62,2012-01-22,906,N,VIIRS,n,286.63,0.56,N
25.70108,-100.296082,298.41,0.43,0.62,2012-01-22,906,N,VIIRS,n,287.43,0.8,N
25.720858,-100.297417,313.93,0.43,0.62,2012-01-22,906,N,VIIRS,n,288.39,1.75,N
25.57761,-99.930748,300.49,0.46,0.63,2012-01-22,906,N,VIIRS,n,286.45,1.57,N
25.718796,-100.295303,317.99,0.43,0.62,2012-01-22,906,N,VIIRS,n,287.42,1.65,N
25.695801,-100.268089,308.37,0.43,0.62,2012-01-22,906,N,VIIRS,n,287.65,0.95,N
25.694969,-100.270218,304.02,0.43,0.62,2012-01-22,906,N,VIIRS,n,287.59,1.19,N
25.720818,-100.303917,314.26,0.43,0.62,2012-01-22,906,N,VIIRS,n,288.72,3.12,N
25.749311,-100.316437,299.72,0.43,0.62,2012-01-22,906,N,VIIRS,n,287.5,0.39,N
25.715286,-100.299065,296.93,0.43,0.62,2012-01-22,906,N,VIIRS,n,286.43,0.64,N
24.496243,-99.216637,334.62,0.51,0.41,2012-01-23,2000,N,VIIRS,n,303.98,3.51,D
24.26314,-99.485077,331.53,0.49,0.4,2012-01-23,2000,N,VIIRS,n,302.3,1.86,D
25.747902,-100.234993,298.36,0.44,0.38,2012-01-25,806,N,VIIRS,n,287.93,0.29,N
25.612598,-100.866508,305.95,0.46,0.39,2012-01-25,806,N,VIIRS,n,285.11,1.31,N
25.69523,-100.268158,303.62,0.44,0.38,2012-01-25,806,N,VIIRS,n,289.1,0.87,N
25.721138,-100.2995,317.84,0.44,0.38,2012-01-25,806,N,VIIRS,n,292.76,1.58,N
25.748833,-100.317223,305.55,0.44,0.38,2012-01-25,806,N,VIIRS,n,290.19,0.86,N
25.717016,-100.295731,314.14,0.44,0.38,2012-01-25,806,N,VIIRS,n,288.87,1.42,N
25.590075,-99.94381,302.94,0.43,0.38,2012-01-25,806,N,VIIRS,n,292.61,1.44,N
25.69875,-100.26757,299.61,0.44,0.38,2012-01-25,806,N,VIIRS,n,289.06,0.87,N
25.717613,-100.300095,317.49,0.44,0.38,2012-01-25,806,N,VIIRS,n,288.53,2.04,N
25.772467,-100.177658,298.56,0.44,0.38,2012-01-25,806,N,VIIRS,n,288.4,0.45,N
25.721739,-100.303864,310.89,0.44,0.38,2012-01-25,806,N,VIIRS,n,290.97,1.58,N
24.840569,-99.683434,303,0.41,0.37,2012-01-25,806,N,VIIRS,n,290.7,0.62,N
25.748446,-100.319557,299.73,0.44,0.38,2012-01-25,806,N,VIIRS,n,288.99,0.64,N
25.699394,-100.298645,317.65,0.44,0.38,2012-01-25,806,N,VIIRS,n,290.82,1.74,N
25.696545,-100.298279,330.4,0.41,0.45,2012-01-25,1924,N,VIIRS,n,301.17,1.36,D
24.997046,-100.59565,340.86,0.44,0.46,2012-01-25,1924,N,VIIRS,n,299.92,5.73,D
25.559973,-99.917915,344.43,0.39,0.44,2012-01-25,1924,N,VIIRS,n,300.57,17.31,D
24.279408,-100.382927,332.37,0.44,0.46,2012-01-25,1924,N,VIIRS,n,303.07,3.93,D
24.272861,-99.119614,333.48,0.56,0.43,2012-01-25,1924,N,VIIRS,n,302.01,4.02,D
25.556726,-99.913086,341.07,0.39,0.44,2012-01-25,1924,N,VIIRS,n,301.2,55.48,D
25.717642,-100.299095,335.44,0.41,0.45,2012-01-25,1924,N,VIIRS,n,301.93,4.43,D
24.280251,-100.378586,341.22,0.44,0.46,2012-01-25,1924,N,VIIRS,n,303.5,6.06,D
25.746883,-100.235039,331.65,0.41,0.45,2012-01-25,1924,N,VIIRS,n,300.56,2.66,D
25.577017,-99.937859,332.03,0.39,0.44,2012-01-25,1924,N,VIIRS,n,297.53,2.2,D
25.462963,-99.940933,334.55,0.39,0.44,2012-01-25,1924,N,VIIRS,n,300.66,2.54,D
25.700512,-100.296982,310.57,0.52,0.5,2012-01-26,748,N,VIIRS,n,285.06,1.8,N
25.724186,-100.299294,301.13,0.52,0.5,2012-01-26,748,N,VIIRS,n,284.13,1.31,N
25.720085,-100.305138,298.89,0.52,0.5,2012-01-26,748,N,VIIRS,n,283.8,1.5,N
25.719555,-100.299873,309.49,0.52,0.5,2012-01-26,748,N,VIIRS,n,283.91,1.5,N
25.719025,-100.294624,307.78,0.52,0.5,2012-01-26,748,N,VIIRS,n,282.86,1.36,N
25.749491,-100.317329,297.22,0.53,0.5,2012-01-26,748,N,VIIRS,n,283.76,0.92,N
24.416166,-99.373383,295.81,0.44,0.46,2012-01-26,748,N,VIIRS,n,284.34,0.34,N
25.69845,-100.266876,296.16,0.52,0.5,2012-01-26,748,N,VIIRS,n,283.86,1.18,N
25.69718,-100.298805,312.68,0.52,0.5,2012-01-26,748,N,VIIRS,n,284.48,2.14,N
25.580217,-99.936432,319.71,0.5,0.49,2012-01-26,748,N,VIIRS,n,282.79,1.71,N
25.697893,-100.270775,305.86,0.52,0.5,2012-01-26,748,N,VIIRS,n,284.91,1.34,N
25.590288,-99.945183,296.52,0.5,0.49,2012-01-26,748,N,VIIRS,n,286.29,2.31,N
25.454536,-99.101479,337.42,0.34,0.56,2012-01-26,1906,N,VIIRS,n,305.58,2.92,D
24.178574,-99.455704,367,0.38,0.58,2012-01-26,1906,N,VIIRS,h,300.58,10.88,D
25.757885,-99.162857,333.97,0.33,0.56,2012-01-26,1906,N,VIIRS,n,302.31,1.95,D
24.377426,-99.154274,338.77,0.36,0.57,2012-01-26,1906,N,VIIRS,n,300.97,3.25,D
25.815432,-100.400185,333.12,0.4,0.6,2012-01-26,1906,N,VIIRS,n,301.35,2.56,D
24.177755,-99.459351,349.88,0.38,0.59,2012-01-26,1906,N,VIIRS,n,300.92,7.42,D
24.555389,-99.597443,339.22,0.38,0.59,2012-01-26,1906,N,VIIRS,n,300.45,2.44,D
24.997667,-99.575874,340.19,0.37,0.58,2012-01-26,1906,N,VIIRS,n,303.78,4.03,D
25.938986,-100.288689,336.79,0.39,0.59,2012-01-26,1906,N,VIIRS,n,301.6,2.52,D
24.378199,-99.15078,344.38,0.36,0.57,2012-01-26,1906,N,VIIRS,n,302.12,3.25,D
25.719593,-100.303734,296.69,0.52,0.67,2012-01-27,730,N,VIIRS,n,285.65,1.62,N
25.590372,-99.944641,301.69,0.49,0.65,2012-01-27,730,N,VIIRS,n,288.14,2.67,N
25.719238,-100.298477,299.49,0.52,0.67,2012-01-27,730,N,VIIRS,n,285.02,0.89,N
25.696352,-100.300087,314.8,0.52,0.67,2012-01-27,730,N,VIIRS,n,286.74,1.97,N
25.698833,-100.273933,297.62,0.52,0.66,2012-01-27,730,N,VIIRS,n,285.77,1.59,N
25.698484,-100.268715,297.62,0.52,0.66,2012-01-27,730,N,VIIRS,n,285,0.94,N
25.721609,-100.30323,298.82,0.52,0.67,2012-01-27,730,N,VIIRS,n,286.42,0.94,N
25.694063,-100.268745,296.5,0.51,0.66,2012-01-27,730,N,VIIRS,n,284.54,0.86,N
25.700584,-100.300148,312.03,0.52,0.67,2012-01-27,730,N,VIIRS,n,287.48,1.95,N
25.721216,-100.297989,300.39,0.52,0.67,2012-01-27,730,N,VIIRS,n,285.8,0.94,N
25.577871,-99.940971,298.07,0.49,0.65,2012-01-27,730,N,VIIRS,n,282.14,1.36,N
25.724621,-100.303017,302.5,0.54,0.68,2012-01-27,912,N,VIIRS,n,284.11,2.12,N
25.588675,-99.930603,297.01,0.57,0.69,2012-01-27,912,N,VIIRS,n,284.11,2.12,N
25.792011,-100.390213,298.21,0.53,0.67,2012-01-27,912,N,VIIRS,n,279.97,0.54,N
25.577818,-99.933945,297.31,0.57,0.69,2012-01-27,912,N,VIIRS,n,281.01,0.96,N
25.591526,-99.942017,298.76,0.57,0.69,2012-01-27,912,N,VIIRS,n,287.15,3.65,N
25.748211,-100.318886,296.37,0.53,0.67,2012-01-27,912,N,VIIRS,n,283.85,0.53,N
25.696978,-100.271317,295.91,0.54,0.68,2012-01-27,912,N,VIIRS,n,284.8,0.82,N
25.576277,-99.93457,295.73,0.57,0.69,2012-01-27,912,N,VIIRS,n,280.17,0.91,N
25.695614,-100.265915,300.58,0.54,0.68,2012-01-27,912,N,VIIRS,n,283.74,0.82,N
25.696348,-100.294777,306.16,0.54,0.68,2012-01-27,912,N,VIIRS,n,284.88,1.31,N
25.590214,-99.929977,298.16,0.57,0.69,2012-01-27,912,N,VIIRS,n,284.41,3.35,N
25.715864,-100.294228,305.04,0.54,0.68,2012-01-27,912,N,VIIRS,n,283.64,1.55,N
25.717216,-100.299606,297.05,0.54,0.68,2012-01-27,912,N,VIIRS,n,283.1,1.55,N
25.408476,-99.980629,333.78,0.73,0.76,2012-01-27,1842,N,VIIRS,n,301.76,3.74,D
25.197832,-100.765503,342.3,0.34,0.56,2012-01-27,2024,N,VIIRS,n,307.62,4.21,D
24.10397,-99.134514,339.04,0.41,0.61,2012-01-27,2024,N,VIIRS,n,303.78,6.42,D
25.69235,-99.834816,340.41,0.39,0.59,2012-01-27,2024,N,VIIRS,n,302.93,2.71,D
25.848797,-100.307205,334.84,0.36,0.58,2012-01-27,2024,N,VIIRS,n,304.69,1.64,D
25.692764,-99.833809,338,0.39,0.59,2012-01-27,2024,N,VIIRS,n,302.65,2.23,D
25.698034,-100.296501,330.9,0.36,0.58,2012-01-27,2024,N,VIIRS,l,305.52,1.95,D
25.691549,-100.485847,299.91,0.54,0.51,2012-01-28,854,N,VIIRS,n,280.14,1.31,N
25.69589,-100.269432,306.16,0.56,0.51,2012-01-28,854,N,VIIRS,n,286.81,2.28,N
25.69729,-100.298264,312.93,0.55,0.51,2012-01-28,854,N,VIIRS,n,287.89,2.27,N
25.700512,-100.2985,301.58,0.56,0.51,2012-01-28,854,N,VIIRS,n,286.94,0.99,N
25.699312,-100.269608,303.68,0.56,0.51,2012-01-28,854,N,VIIRS,n,286.24,1.07,N
25.717035,-100.298744,305.94,0.55,0.51,2012-01-28,854,N,VIIRS,n,286.18,0.91,N
25.694958,-100.479095,315.33,0.54,0.51,2012-01-28,854,N,VIIRS,n,281.31,2.12,N
25.694664,-100.270859,298.67,0.56,0.51,2012-01-28,854,N,VIIRS,n,286.3,1.07,N
25.695879,-100.299782,299.15,0.56,0.51,2012-01-28,854,N,VIIRS,n,285.15,0.85,N
25.750816,-100.318916,299.85,0.55,0.51,2012-01-28,854,N,VIIRS,n,287.45,0.83,N
25.718233,-100.30426,295.89,0.55,0.51,2012-01-28,854,N,VIIRS,n,285.6,0.91,N
25.722866,-100.302994,311.65,0.55,0.51,2012-01-28,854,N,VIIRS,n,288.63,2.18,N
25.743412,-100.239029,301.07,0.56,0.51,2012-01-28,854,N,VIIRS,n,285.69,1.18,N
24.513964,-99.204208,338.65,0.42,0.45,2012-01-28,2006,N,VIIRS,n,299.21,3.2,D
24.513126,-99.204102,339.38,0.42,0.45,2012-01-28,2006,N,VIIRS,n,300.26,3.13,D
25.722149,-100.30191,297.54,0.42,0.45,2012-01-31,754,N,VIIRS,n,280.32,0.8,N
25.611795,-100.866776,295.48,0.45,0.47,2012-01-31,754,N,VIIRS,n,279.36,0.83,N
25.717962,-100.30249,299.19,0.42,0.45,2012-01-31,754,N,VIIRS,n,280.18,2.69,N
25.612669,-100.865074,295.46,0.45,0.47,2012-01-31,754,N,VIIRS,n,279.21,1.03,N
25.700266,-100.296425,300.53,0.42,0.45,2012-01-31,754,N,VIIRS,n,280.37,1.14,N
25.697412,-100.271263,313.69,0.42,0.45,2012-01-31,754,N,VIIRS,n,280.04,2.07,N
25.721668,-100.297699,299.84,0.42,0.45,2012-01-31,754,N,VIIRS,n,281,0.8,N
25.717482,-100.298294,338.82,0.42,0.45,2012-01-31,754,N,VIIRS,n,282.03,2.69,N
25.675798,-100.11866,305.28,0.41,0.45,2012-01-31,754,N,VIIRS,n,277.96,0.69,N
25.717972,-100.298737,301.72,0.41,0.61,2012-02-01,736,N,VIIRS,n,271.63,1.73,N
24.00033,-99.575264,301.84,0.36,0.57,2012-02-01,736,N,VIIRS,n,270.18,0.38,N
25.466246,-99.699959,336.17,0.57,0.69,2012-02-01,1854,N,VIIRS,n,302.2,5.53,D
25.575039,-99.938553,332.01,0.58,0.7,2012-02-01,1854,N,VIIRS,n,298.28,2.23,D
25.353657,-99.623695,338.88,0.56,0.69,2012-02-01,1854,N,VIIRS,n,298.21,5.11,D
25.466446,-99.698471,338.22,0.49,0.65,2012-02-01,2030,N,VIIRS,n,302.1,6.46,D
25.695801,-100.296387,299.33,0.35,0.56,2012-02-02,900,N,VIIRS,n,271.32,0.74,N
25.719988,-100.304779,300.5,0.35,0.56,2012-02-02,900,N,VIIRS,n,268.27,1.8,N
25.717718,-100.297394,321.37,0.35,0.56,2012-02-02,900,N,VIIRS,n,276.2,2.64,N
25.718403,-100.297897,313.58,0.35,0.56,2012-02-02,900,N,VIIRS,n,276.18,1.25,N
25.719259,-100.304298,301.71,0.35,0.56,2012-02-02,900,N,VIIRS,n,268.09,1.87,N
25.742226,-100.235855,302.03,0.35,0.57,2012-02-02,900,N,VIIRS,n,280.02,0.55,N
25.833769,-100.298103,298.88,0.34,0.56,2012-02-02,900,N,VIIRS,n,274.13,0.76,N
25.58028,-99.932915,298.17,0.37,0.58,2012-02-02,900,N,VIIRS,n,269.37,0.51,N
25.832249,-100.298134,298.67,0.34,0.56,2012-02-02,900,N,VIIRS,n,272.44,0.75,N
25.516058,-100.965355,298.55,0.32,0.55,2012-02-02,900,N,VIIRS,n,280.71,0.33,N
25.717607,-100.294449,302.31,0.35,0.56,2012-02-02,900,N,VIIRS,n,275.91,1.25,N
24.528143,-99.362999,334.6,0.43,0.38,2012-02-03,1954,N,VIIRS,n,302.44,4.77,D
24.40398,-99.135384,331.31,0.44,0.38,2012-02-03,1954,N,VIIRS,l,302.24,2.78,D
24.866186,-99.728775,331.44,0.42,0.38,2012-02-03,1954,N,VIIRS,n,283.58,5.79,D
25.463221,-99.704353,333.39,0.43,0.38,2012-02-03,1954,N,VIIRS,n,284.82,3.87,D
25.578211,-99.937706,332.51,0.42,0.38,2012-02-03,1954,N,VIIRS,n,295.04,2.1,D
25.721806,-100.304543,296.29,0.64,0.72,2012-02-07,724,N,VIIRS,n,280.51,1.62,N
25.720442,-100.302811,299.22,0.64,0.72,2012-02-07,724,N,VIIRS,n,280.06,1.99,N
25.698051,-100.271545,295.29,0.64,0.72,2012-02-07,724,N,VIIRS,n,278.31,0.87,N
25.699604,-100.273277,299.22,0.64,0.72,2012-02-07,724,N,VIIRS,n,279.14,1.28,N
25.515451,-100.965607,297.34,0.4,0.6,2012-02-07,906,N,VIIRS,n,275.45,0.77,N
25.723267,-100.302139,304.13,0.43,0.62,2012-02-07,906,N,VIIRS,n,281.62,2.02,N
25.717554,-100.297546,302.54,0.43,0.62,2012-02-07,906,N,VIIRS,n,279.6,1.78,N
25.719658,-100.306168,299.57,0.43,0.62,2012-02-07,906,N,VIIRS,n,280.77,1.59,N
25.719784,-100.299011,331.02,0.41,0.45,2012-02-10,1924,N,VIIRS,n,297.63,3.76,D
25.715733,-100.29808,330.76,0.41,0.45,2012-02-10,1924,N,VIIRS,n,297.17,1.53,D
25.717552,-100.296997,334.62,0.57,0.43,2012-02-13,2006,N,VIIRS,n,300.79,4.15,D
25.720863,-100.303246,329.08,0.57,0.43,2012-02-13,2006,N,VIIRS,l,302.01,4.15,D
25.698215,-100.297409,296.59,0.39,0.36,2012-02-15,812,N,VIIRS,n,270.71,0.68,N
25.718866,-100.297699,326.43,0.39,0.36,2012-02-15,812,N,VIIRS,n,270.79,1.4,N
25.722212,-100.297104,305.67,0.39,0.36,2012-02-15,812,N,VIIRS,n,269.61,1.4,N
25.719709,-100.301796,303.57,0.55,0.43,2012-02-19,842,N,VIIRS,n,285.55,2,N
25.720758,-100.307259,296.68,0.55,0.43,2012-02-19,842,N,VIIRS,n,284.61,1.49,N
25.718658,-100.296318,314.63,0.55,0.43,2012-02-19,842,N,VIIRS,n,285.3,2,N
25.699276,-100.300964,295.45,0.55,0.43,2012-02-19,842,N,VIIRS,n,284.84,0.5,N
25.746996,-100.23204,300.52,0.56,0.43,2012-02-19,842,N,VIIRS,n,282.87,0.91,N
25.957165,-100.918556,307.25,0.51,0.41,2012-02-19,842,N,VIIRS,n,276.21,1.15,N
25.270039,-99.56514,299.43,0.41,0.45,2012-02-19,842,N,VIIRS,n,280.96,1.34,N
25.696802,-100.267113,302.85,0.55,0.43,2012-02-19,842,N,VIIRS,n,284.84,1.48,N
25.718027,-100.29847,307.87,0.38,0.36,2012-02-20,818,N,VIIRS,n,259.24,0.41,N
25.696665,-100.271164,295.93,0.38,0.36,2012-02-20,818,N,VIIRS,n,278.88,0.78,N
25.591475,-99.937019,305.64,0.49,0.4,2012-02-21,800,N,VIIRS,n,287.08,2.01,N
25.585333,-99.365425,347.71,0.43,0.62,2012-02-22,1900,N,VIIRS,n,297.31,12.89,D
25.269526,-99.566765,367,0.45,0.63,2012-02-22,1900,N,VIIRS,h,300.75,10.57,D
25.590891,-99.36705,331.89,0.43,0.62,2012-02-22,1900,N,VIIRS,n,293.5,1.58,D
25.270502,-99.566376,367,0.45,0.63,2012-02-22,1900,N,VIIRS,h,300.4,10.76,D
25.49675,-99.712189,335.95,0.45,0.63,2012-02-22,1900,N,VIIRS,n,291.65,4.08,D
25.58634,-99.361183,367,0.43,0.62,2012-02-22,1900,N,VIIRS,h,302.81,28.41,D
25.750965,-100.319847,301.23,0.64,0.72,2012-02-23,724,N,VIIRS,n,287.81,0.78,N
25.715538,-100.296867,298.43,0.64,0.72,2012-02-23,724,N,VIIRS,n,286.28,0.49,N
25.7227,-100.302834,306.32,0.64,0.72,2012-02-23,724,N,VIIRS,n,288.05,2.57,N
25.723921,-100.302933,302.73,0.44,0.62,2012-02-23,906,N,VIIRS,n,277.63,0.73,N
25.697741,-100.268814,307.98,0.44,0.62,2012-02-23,906,N,VIIRS,n,276.28,0.85,N
25.716244,-100.295921,297.72,0.44,0.62,2012-02-23,906,N,VIIRS,n,275.36,0.59,N
25.721348,-100.300194,296.01,0.44,0.38,2012-02-26,806,N,VIIRS,n,284.63,1.45,N
25.695919,-100.271332,307.14,0.43,0.38,2012-02-26,806,N,VIIRS,n,281.97,1.29,N
25.717251,-100.296448,326.75,0.44,0.38,2012-02-26,806,N,VIIRS,n,281.76,2.2,N
25.721935,-100.304527,314.62,0.44,0.38,2012-02-26,806,N,VIIRS,n,283.85,1.45,N
25.695612,-100.269142,305.13,0.43,0.38,2012-02-26,806,N,VIIRS,n,281.31,1.45,N
25.717836,-100.300781,296.63,0.44,0.38,2012-02-26,806,N,VIIRS,n,280.05,1.45,N
25.74889,-100.317711,295.06,0.44,0.38,2012-02-26,806,N,VIIRS,n,282.03,0.62,N
25.696014,-100.297791,300.94,0.43,0.38,2012-02-26,806,N,VIIRS,n,280.92,0.58,N
25.589897,-99.945602,296.95,0.42,0.38,2012-02-26,806,N,VIIRS,n,285.49,1.36,N
25.578354,-99.939011,319.67,0.42,0.38,2012-02-26,806,N,VIIRS,n,281.41,1.28,N
24.288307,-99.058968,347.88,0.55,0.42,2012-02-26,1924,N,VIIRS,n,309.41,19.55,D
25.720163,-100.297226,335.48,0.4,0.44,2012-02-26,1924,N,VIIRS,n,301.14,2.69,D
24.292574,-99.057159,346.95,0.55,0.42,2012-02-26,1924,N,VIIRS,n,302.64,10.67,D
24.292171,-99.059799,347.46,0.55,0.42,2012-02-26,1924,N,VIIRS,n,302.99,19.55,D
24.287733,-99.061653,330.32,0.55,0.42,2012-02-26,1924,N,VIIRS,l,304.04,5.75,D
24.288706,-99.056328,345.62,0.55,0.42,2012-02-26,1924,N,VIIRS,n,307.98,33.21,D
24.204115,-99.039772,326.85,0.35,0.57,2012-02-27,1906,N,VIIRS,n,294.1,1.2,D
24.735106,-99.675171,329.08,0.37,0.58,2012-02-27,1906,N,VIIRS,n,296.38,1.97,D
24.38327,-99.07238,335.6,0.43,0.62,2012-02-28,2024,N,VIIRS,n,300.8,2.54,D
25.720268,-100.304199,312.98,0.46,0.39,2012-03-01,836,N,VIIRS,n,290.38,1.39,N
25.696194,-100.297295,306.55,0.47,0.39,2012-03-01,836,N,VIIRS,n,290.71,0.55,N
25.69512,-100.478333,303.61,0.46,0.39,2012-03-01,836,N,VIIRS,n,287.29,0.23,N
25.697058,-100.29982,305.45,0.46,0.39,2012-03-01,836,N,VIIRS,n,290.53,1.1,N
25.719427,-100.299591,317.1,0.46,0.39,2012-03-01,836,N,VIIRS,n,291.08,1.39,N
25.695559,-100.271362,308.68,0.47,0.39,2012-03-01,836,N,VIIRS,n,290.92,1.49,N
25.699152,-100.270561,305.82,0.47,0.39,2012-03-01,836,N,VIIRS,n,289.58,0.92,N
25.718586,-100.294991,301.74,0.46,0.39,2012-03-01,836,N,VIIRS,n,288.93,0.71,N
25.592834,-99.934227,301.15,0.48,0.4,2012-03-01,836,N,VIIRS,n,290.51,1.79,N
25.590935,-99.944641,307.84,0.48,0.4,2012-03-01,836,N,VIIRS,n,291.77,1.74,N
25.696407,-100.275978,302.73,0.47,0.39,2012-03-01,836,N,VIIRS,n,290.42,0.55,N
25.723015,-100.29879,304.86,0.46,0.39,2012-03-01,836,N,VIIRS,n,289.54,1.39,N
25.748714,-100.316978,303.69,0.46,0.39,2012-03-01,836,N,VIIRS,n,290.49,0.58,N
24.286367,-99.062195,335.72,0.4,0.37,2012-03-01,1948,N,VIIRS,n,305.73,2.23,D
24.499031,-99.206177,331.17,0.4,0.37,2012-03-01,1948,N,VIIRS,n,298.76,2.53,D
24.272652,-99.503906,346.12,0.39,0.36,2012-03-01,1948,N,VIIRS,n,291.96,5.03,D
25.593615,-99.935432,299.72,0.39,0.36,2012-03-02,812,N,VIIRS,n,281.66,0.67,N
25.613352,-100.866631,305.45,0.4,0.37,2012-03-02,812,N,VIIRS,n,283.2,1.15,N
25.580332,-99.937889,311.3,0.39,0.36,2012-03-02,812,N,VIIRS,n,267.84,0.98,N
25.749134,-100.318398,306.23,0.39,0.36,2012-03-02,812,N,VIIRS,n,283.83,0.82,N
25.71834,-100.295906,298,0.39,0.36,2012-03-02,812,N,VIIRS,n,278.64,0.96,N
25.005178,-99.560974,304.78,0.38,0.36,2012-03-02,812,N,VIIRS,n,291.29,0.62,N
25.774639,-100.178848,295.18,0.39,0.36,2012-03-02,812,N,VIIRS,n,277.03,0.74,N
25.725437,-100.507851,297.32,0.4,0.37,2012-03-02,812,N,VIIRS,n,283.04,0.21,N
25.72226,-100.299202,303.54,0.39,0.36,2012-03-02,812,N,VIIRS,n,281.87,0.89,N
25.822693,-100.435287,299.97,0.4,0.37,2012-03-02,812,N,VIIRS,n,281.09,0.68,N
25.577375,-99.936234,338.33,0.48,0.4,2012-03-02,1930,N,VIIRS,n,306.33,3.33,D
25.182013,-99.439056,334.83,0.46,0.39,2012-03-02,1930,N,VIIRS,n,304.61,3.16,D
25.005983,-99.561508,335.23,0.47,0.4,2012-03-02,1930,N,VIIRS,n,296.9,2.48,D
25.596985,-99.974998,336.21,0.48,0.4,2012-03-02,1930,N,VIIRS,l,309.33,5.55,D
25.180578,-99.440231,331.74,0.46,0.39,2012-03-02,1930,N,VIIRS,l,306.68,3.1,D
25.718281,-100.297699,338.56,0.5,0.41,2012-03-02,1930,N,VIIRS,l,313.13,4.16,D
25.58045,-99.936768,315.76,0.39,0.44,2012-03-03,754,N,VIIRS,n,289.31,1.22,N
25.149822,-100.227928,296.58,0.4,0.45,2012-03-03,754,N,VIIRS,n,277.54,1.36,N
25.145294,-100.224884,308.21,0.4,0.45,2012-03-03,754,N,VIIRS,n,277.73,1.36,N
25.14942,-100.224533,313.75,0.4,0.45,2012-03-03,754,N,VIIRS,n,278.85,1.36,N
24.272545,-99.034843,339.4,0.55,0.51,2012-03-03,1912,N,VIIRS,n,299.35,5.93,D
25.952213,-99.425659,330.95,0.54,0.51,2012-03-03,1912,N,VIIRS,n,296.79,3.41,D
25.464079,-99.697289,334.53,0.58,0.52,2012-03-03,1912,N,VIIRS,n,302.75,7.74,D
25.575792,-99.940865,335.91,0.59,0.53,2012-03-03,1912,N,VIIRS,n,299.14,2.56,D
25.462885,-99.699532,346.51,0.58,0.52,2012-03-03,1912,N,VIIRS,n,302.52,9.42,D
25.462898,-99.702942,337.6,0.58,0.52,2012-03-03,1912,N,VIIRS,n,301.66,6.19,D
24.273422,-99.036453,339.15,0.55,0.51,2012-03-03,1912,N,VIIRS,n,298.76,3.67,D
